location_id,city,neighbourhood,country,region,type,expected_class,lat,lon
680,Delhi,Uttam Nagar Market,India,Delhi-NCR,B,Medium,28.6215226,77.0611064
681,Delhi,Shahdara Main Market,India,Delhi-NCR,B,Medium,28.6758661,77.2985078
682,Mumbai,Byculla Market,India,Maharashtra,A,High,18.9766219,72.8327936
683,Mumbai,Wadala Market,India,Maharashtra,B,Medium,19.0175771,72.8548017
684,Mumbai,Ghatkopar East Market,India,Maharashtra,B,Medium,19.0833438,72.9123246
685,Mumbai,Shivaji Park Area,India,Maharashtra,B,Medium,19.0267688,72.8366692
686,Mumbai,Kandivali West Market,India,Maharashtra,B,Medium,19.2055321,72.8399273
687,Mumbai,Panvel Market Navi Mumbai,India,Maharashtra,B,Medium,19.0518208,72.8780972
688,Mumbai,Bharat Mata Junction Parel,India,Maharashtra,A,High,18.9956606,72.8362523
689,Mumbai,Adarsh Nagar Worli,India,Maharashtra,B,Medium,19.0157377,72.8202325
690,Mumbai,Vile Parle West Market,India,Maharashtra,B,Medium,19.103908,72.840301
691,Mumbai,Mulund East Industrial,India,Maharashtra,C,Low,19.1704719,72.9610447
692,Bengaluru,Bannerghatta Road Junction,India,Karnataka,B,Medium,12.8939401,77.5992211
693,Bengaluru,Vijayanagar Market,India,Karnataka,A,High,12.9717698,77.5377139
694,Bengaluru,Hebbal Market,India,Karnataka,B,Medium,13.0382184,77.5919
695,Bengaluru,Peenya Industrial Area,India,Karnataka,C,Low,13.0160478,77.5045057
696,Bengaluru,Domlur Mixed Area,India,Karnataka,B,Medium,12.9624669,77.6381958
697,Bengaluru,Koramangala 1st Block,India,Karnataka,B,Medium,12.9277245,77.6327822
698,Bengaluru,Bommanahalli Market,India,Karnataka,B,Medium,12.9034581,77.6230028
699,Bengaluru,Tumkur Road Industrial,India,Karnataka,C,Low,13.0389663,77.5203677
700,Bengaluru,Bidadi Residential,India,Karnataka,C,Low,12.7988507,77.3869947
701,Bengaluru,Doddaballapur Industrial,India,Karnataka,C,Low,13.2929583,77.5431463
702,Chennai,Kodambakkam Market,India,Tamil Nadu,B,Medium,13.037288,80.227272
703,Chennai,Arumbakkam Market,India,Tamil Nadu,B,Medium,13.074371,80.2081312
704,Chennai,Choolaimedu Market,India,Tamil Nadu,B,Medium,13.0666515,80.230974
705,Chennai,Alwarpet Market,India,Tamil Nadu,A,High,13.0338602,80.2545491
706,Chennai,Guindy Industrial Estate,India,Tamil Nadu,C,Low,13.0102408,80.2153327
707,Chennai,Manali Petrochemical Industrial,India,Tamil Nadu,C,Low,13.1672275,80.2598107
708,Chennai,Poonamallee Industrial Corridor,India,Tamil Nadu,C,Low,13.0365919,80.1445223
709,Chennai,Oragadam Industrial Hub,India,Tamil Nadu,C,Low,13.130791,80.1529145
710,Chennai,Perungudi IT Park,India,Tamil Nadu,C,Low,12.9710239,80.2418051
711,Chennai,Saidapet Market,India,Tamil Nadu,B,Medium,13.020817,80.2239536
712,Kolkata,Bhawanipur Market,India,West Bengal,B,Medium,22.5261133,88.3478009
713,Kolkata,Ballygunge Market,India,West Bengal,A,High,22.5280337,88.3659084
714,Kolkata,Maniktala Market,India,West Bengal,B,Medium,22.5856398,88.3742373
715,Kolkata,Dumdum Market,India,West Bengal,B,Medium,22.6195485,88.3937234
716,Kolkata,Garden Reach Industrial,India,West Bengal,C,Low,22.5492997,88.2851307
717,Kolkata,Kalyani IT Park,India,West Bengal,C,Low,22.9749723,88.4345915
718,Kolkata,Dankuni Industrial,India,West Bengal,C,Low,22.6820899,88.2907444
719,Kolkata,Barrackpore Industrial,India,West Bengal,C,Low,22.7641623,88.3776088
720,Hyderabad,Musheerabad Market,India,Telangana,B,Medium,17.4148758,78.5015916
721,Hyderabad,Trimulgherry Market,India,Telangana,B,Medium,17.4639543,78.4837317
722,Hyderabad,Mehdipatnam Market,India,Telangana,B,Medium,17.3942627,78.4342514
723,Hyderabad,Khairatabad Market,India,Telangana,B,Medium,17.4105314,78.4645966
724,Hyderabad,Cyberabad Raidurgam Office,India,Telangana,C,Low,17.4233422,78.380577
725,Hyderabad,IIT Hyderabad Campus Area,India,Telangana,C,Low,17.4523706,78.3971995
726,Hyderabad,GHMC Quthbullapur Residential,India,Telangana,C,Low,17.5193476,78.439258
727,Raipur,Pandri Market,India,Chhattisgarh,B,Medium,21.2559396,81.6682482
728,Raipur,Budhapara Old City,India,Chhattisgarh,A,High,21.2380912,81.6336993
729,Raipur,Naya Raipur Office Zone,India,Chhattisgarh,C,Low,21.1610268,81.7864412
730,Guwahati,GS Road Market,India,Assam,B,Medium,26.1805978,91.753943
731,Guwahati,Paltan Bazaar,India,Assam,A,High,26.1792275,91.7512716
732,Guwahati,Zoo Narengi IT,India,Assam,C,Low,26.1726108,91.7966385
733,Bhubaneswar,Master Canteen Area,India,Odisha,B,Medium,20.2681216,85.8437854
734,Bhubaneswar,Janpath Market,India,Odisha,A,High,20.2602964,85.8394521
735,Bhubaneswar,Infocity IT Zone,India,Odisha,C,Low,20.3428251,85.8063721
736,Jammu,Raghunath Bazaar,India,Jammu & Kashmir,A,High,32.7304947,74.8619082
737,Jammu,Trikuta Nagar Market,India,Jammu & Kashmir,B,Medium,32.6957128,74.8741746
738,Dehradun,Rajpur Road Market,India,Uttarakhand,B,Medium,30.3580353,78.0665915
739,Dehradun,Paltan Bazaar Dehradun,India,Uttarakhand,A,High,30.323099,78.0405515
740,Dehradun,IT Park SIDCUL,India,Uttarakhand,C,Low,30.3616211,78.0853448
741,Mysuru,Devaraja Market,India,Karnataka,A,High,12.311019,76.6520221
742,Mysuru,Chamundi Hill Road Area,India,Karnataka,B,Medium,12.2800334,76.6810934
743,Mysuru,Hebbal Industrial Area Mysuru,India,Karnataka,C,Low,12.3579894,76.6105084
744,Tiruchirappalli,Big Bazaar Street Trichy,India,Tamil Nadu,A,High,10.8189911,78.6968916
745,Tiruchirappalli,Thillai Nagar Market,India,Tamil Nadu,B,Medium,10.8222458,78.6834039
746,Madurai,Meenakshi Amman Area,India,Tamil Nadu,A,High,9.9194849,78.1193524
747,Madurai,Anna Nagar Madurai Market,India,Tamil Nadu,B,Medium,9.9182949,78.1495802
748,Madurai,SIDCO Industrial Estate,India,Tamil Nadu,C,Low,9.9261153,78.1140983
749,Aurangabad,Gulmandi Market,India,Maharashtra,A,High,19.885283,75.3271728
750,Aurangabad,Cidco Aurangabad Residential,India,Maharashtra,C,Low,19.877755,75.3630638
751,Meerut,Sadar Bazaar Meerut,India,Uttar Pradesh,A,High,29.0018557,77.7679671
752,Meerut,Delhi Road Industrial Corridor,India,Uttar Pradesh,C,Low,28.9811508,77.695126
753,Jodhpur,Clock Tower Sardar Market,India,Rajasthan,A,High,26.2967719,73.0351433
754,Jodhpur,Shastri Nagar Residential,India,Rajasthan,C,Low,26.2723371,73.0025439
755,Nashik,Mahamarg Bus Stand Area,India,Maharashtra,B,Medium,19.9888004,73.7829469
756,Nashik,Satpur Industrial MIDC,India,Maharashtra,C,Low,20.0004922,73.7376531
757,Vijayawada,Besant Road Market,India,Andhra Pradesh,A,High,16.5122714,80.6269026
758,Vijayawada,Mangalagiri Residential,India,Andhra Pradesh,C,Low,16.445758,80.6000172
759,Rajkot,Kalavad Road Market,India,Gujarat,B,Medium,22.2662337,70.7488029
760,Rajkot,Metoda Industrial GIDC,India,Gujarat,C,Low,22.2383923,70.6786641
761,Chicago,Wicker Park,USA,Illinois,A,High,41.9115003,-87.6774749
762,Chicago,Logan Square,USA,Illinois,A,High,41.9283727,-87.7067636
763,Chicago,Pilsen,USA,Illinois,A,High,41.8570402,-87.6618834
764,Chicago,The Loop Office,USA,Illinois,C,Low,41.8816094,-87.6294574
765,Chicago,Calumet Industrial,USA,Illinois,C,Low,41.6619224,-87.5714808
766,Chicago,Lakeview Market,USA,Illinois,B,Medium,41.9326929,-87.6680438
767,Chicago,Hyde Park University Area,USA,Illinois,B,Medium,41.7944464,-87.5939244
768,Chicago,Bridgeport Market,USA,Illinois,B,Medium,41.8353136,-87.6461957
769,San Francisco,Mission District,USA,California,A,High,37.7524984,-122.4128258
770,San Francisco,Castro Street,USA,California,A,High,37.76756,-122.4356697
771,San Francisco,Haight Ashbury,USA,California,A,High,37.770028,-122.446982
772,San Francisco,Financial District,USA,California,C,Low,37.7936467,-122.3989378
773,San Francisco,Tenderloin Mixed,USA,California,B,Medium,37.7842493,-122.4139933
774,San Francisco,SoMa Tech Corridor,USA,California,C,Low,37.7808925,-122.4009518
775,San Francisco,Bayview Industrial,USA,California,C,Low,37.7152853,-122.3934821
776,San Francisco,Richmond District Market,USA,California,B,Medium,37.7806432,-122.4725964
777,Brussels,Ixelles Chaussée d'Ixelles,Belgium,Brussels Capital,A,High,50.8296386,4.3699773
778,Brussels,Molenbeek Market,Belgium,Brussels Capital,B,Medium,50.8817202,4.3148227
779,Brussels,European Quarter Office,Belgium,Brussels Capital,C,Low,50.8423504,4.3839451
780,Brussels,Anderlecht Industrial,Belgium,Brussels Capital,C,Low,50.8286899,4.2895569
781,Stockholm,Södermalm,Sweden,Stockholm County,A,High,59.3123782,18.0697558
782,Stockholm,Hornstull Market,Sweden,Stockholm County,A,High,59.3164202,18.0367108
783,Stockholm,Kungsholmen,Sweden,Stockholm County,B,Medium,59.3327422,18.0237719
784,Stockholm,Kista Science City,Sweden,Stockholm County,C,Low,59.401023,17.9469462
785,Stockholm,Nacka Industrial,Sweden,Stockholm County,C,Low,59.3120997,18.2073591
786,Lisbon,Mouraria,Portugal,Lisbon District,A,High,38.714991,-9.1348415
787,Lisbon,LX Factory Alcântara,Portugal,Lisbon District,A,High,38.7026001,-9.1786619
788,Lisbon,Intendente Market,Portugal,Lisbon District,B,Medium,38.7231714,-9.1352427
789,Lisbon,Parque das Nações Office,Portugal,Lisbon District,C,Low,38.7638712,-9.0953729
790,Lisbon,Alverca Industrial,Portugal,Lisbon District,C,Low,38.9071585,-9.0273171
791,Athens,Monastiraki Market,Greece,Attica,A,High,37.9761788,23.7247479
792,Athens,Exarchia,Greece,Attica,A,High,37.9867045,23.7348729
793,Athens,Kifissia Market,Greece,Attica,B,Medium,38.0736082,23.8082244
794,Athens,Piraeus Port Industrial,Greece,Attica,C,Low,37.9912541,23.7300954
795,Hong Kong,Sham Shui Po,Hong Kong,Kowloon,A,High,22.329757,114.160851
796,Hong Kong,Mong Kok Market,Hong Kong,Kowloon,A,High,22.318788,114.1669916
797,Hong Kong,Kennedy Town,Hong Kong,Hong Kong Island,A,High,22.2824348,114.1284168
798,Hong Kong,Quarry Bay,Hong Kong,Hong Kong Island,B,Medium,22.285795,114.2129202
799,Hong Kong,Kwun Tong Industrial,Hong Kong,Kowloon,C,Low,22.3125828,114.2295153
800,Hong Kong,Tuen Mun New Town,Hong Kong,New Territories,C,Low,22.3938951,113.9776538
801,Hong Kong,Science Park Pak Shek Kok,Hong Kong,New Territories,C,Low,22.4287185,114.2090004
802,Kuala Lumpur,Bangsar,Malaysia,Kuala Lumpur,A,High,3.1275364,101.6790964
803,Kuala Lumpur,Chow Kit Market,Malaysia,Kuala Lumpur,A,High,3.1643853,101.6994536
804,Kuala Lumpur,KLCC Twin Towers,Malaysia,Kuala Lumpur,C,Low,3.1591628,101.7133606
805,Kuala Lumpur,Cyberjaya IT City,Malaysia,Selangor,C,Low,3.1516964,101.6942371
806,Kuala Lumpur,Shah Alam Industrial,Malaysia,Selangor,C,Low,3.1056011,101.7227285
807,Jakarta,Kemang,Indonesia,DKI Jakarta,A,High,-6.2611107,106.8153262
808,Jakarta,Pasar Santa,Indonesia,DKI Jakarta,A,High,-6.2389704,106.8126298
809,Jakarta,SCBD Office District,Indonesia,DKI Jakarta,C,Low,-6.2265931,106.8095842
810,Jakarta,Cikarang Industrial,Indonesia,West Java,C,Low,-6.3281989,107.1095177
811,Jakarta,BSD City Residential,Indonesia,Banten,C,Low,-6.1754049,106.827168
812,Mexico City,Condesa,Mexico,Mexico City,A,High,19.4148639,-99.176429
813,Mexico City,Roma Norte,Mexico,Mexico City,A,High,19.4183227,-99.1625655
814,Mexico City,Santa Fe Office,Mexico,Mexico City,C,Low,35.6586434,-105.9414511
815,Mexico City,Ecatepec Industrial,Mexico,State of Mexico,C,Low,19.5139701,-99.1578931
816,Medellin,Buenos Aires Market,Colombia,Antioquia,B,Medium,6.2302293,-75.5569207
817,Nairobi,Westlands Market,Kenya,Nairobi County,B,Medium,-1.2635264,36.8033661
818,Nairobi,Gikomba Market,Kenya,Nairobi County,A,High,-1.2863428,36.8414734
819,Nairobi,Upper Hill Office,Kenya,Nairobi County,C,Low,-1.2932799,36.8135502
820,Lagos,Victoria Island,Nigeria,Lagos State,B,Medium,6.4300279,3.4259904
821,Lagos,Alaba International Market,Nigeria,Lagos State,A,High,6.4605233,3.1905998
822,Lagos,Lekki Phase 1,Nigeria,Lagos State,C,Low,6.4475959,3.4590768
823,Istanbul,Karaköy,Turkey,Istanbul Province,A,High,41.0228645,28.9740393
824,Istanbul,Kadıköy Market,Turkey,Istanbul Province,A,High,40.9912955,29.0245631
825,Istanbul,Levent Business District,Turkey,Istanbul Province,C,Low,41.0815723,29.0169502
826,Istanbul,Sultançiftliği Residential,Turkey,Istanbul Province,C,Low,41.1003942,28.8609026
827,Riyadh,Dira Souk Area,Saudi Arabia,Riyadh Region,A,High,24.63076,46.7119457
828,Riyadh,King Abdullah Financial District,Saudi Arabia,Riyadh Region,C,Low,24.7656964,46.6407087
829,Kolhapur,Mahadwar Road Market,India,Maharashtra,A,High,16.690383,74.2224317
830,Kolhapur,Shahupuri Market,India,Maharashtra,A,High,16.7002439,74.2365115
831,Hubli,Keshwapur Market,India,Karnataka,A,High,15.3532051,75.1401089
832,Hubli,Gokul Road Market,India,Karnataka,B,Medium,15.3511246,75.1277328
833,Belgaum,Camp Area Belagavi,India,Karnataka,A,High,15.8514981,74.4996608
834,Tirupati,Alipiri Market,India,Andhra Pradesh,B,Medium,13.6458001,79.4072415
835,Tirupati,Balaji Colony Residential,India,Andhra Pradesh,C,Low,13.6337672,79.4292252
836,Nellore,GT Road Market,India,Andhra Pradesh,B,Medium,14.4358154,79.9693488
837,Guntur,Brodipet Market,India,Andhra Pradesh,A,High,16.3035805,80.4360639
838,Warangal,Hanamkonda Market,India,Telangana,B,Medium,18.0041136,79.5567776
839,Warangal,Kazipet Industrial,India,Telangana,C,Low,17.9803537,79.5326715
840,Rajahmundry,Innespeta Market,India,Andhra Pradesh,B,Medium,16.9962516,81.7777688
841,Jalandhar,Nicholson Road Market,India,Punjab,A,High,31.2922312,75.5678878
842,Jalandhar,Phase 5 Industrial,India,Punjab,C,Low,31.3323762,75.576889
843,Ludhiana,Chaura Bazaar,India,Punjab,A,High,30.8360684,76.1895123
844,Ludhiana,Focal Point Industrial,India,Punjab,C,Low,30.8861316,75.9153986
845,Patiala,Adalat Bazaar,India,Punjab,A,High,30.2092778,76.3397231
846,Shimla,Mall Road Shimla,India,Himachal Pradesh,A,High,31.1047742,77.161717
847,Shimla,Industrial Area Parwanoo,India,Himachal Pradesh,C,Low,31.1040393,77.1707923
848,Haridwar,Har Ki Pauri,India,Uttarakhand,A,High,29.9566381,78.1708619
849,Rishikesh,Laxman Jhula Area,India,Uttarakhand,A,High,30.1086537,78.2916193
850,Haridwar,SIDCUL Industrial Roorkee,India,Uttarakhand,C,Low,29.9530546,78.0830905
851,Gwalior,Lashkar Market,India,Madhya Pradesh,A,High,26.2037247,78.1573628
852,Jabalpur,Sadar Bazaar Jabalpur,India,Madhya Pradesh,B,Medium,23.1515627,79.9461131
853,Ajmer,Dargah Bazaar,India,Rajasthan,A,High,26.0607151,75.0127229
854,Bikaner,Kote Gate Market,India,Rajasthan,A,High,28.0166391,73.3110288
855,Kota,Gumanpura Market,India,Rajasthan,B,Medium,25.5181222,76.3740778
856,Udaipur,Old City Lake Pichola,India,Rajasthan,A,High,24.5670006,73.7231896
857,Siliguri,Sevoke Road Market,India,West Bengal,B,Medium,26.7178602,88.4247049
858,Durgapur,Benachity Market,India,West Bengal,B,Medium,23.5616895,87.2749614
859,Asansol,GT Road Market,India,West Bengal,B,Medium,23.6760722,87.0108803
860,Dhanbad,Saraidhela Market,India,Jharkhand,B,Medium,23.7952809,86.4309638
861,Jamshedpur,Bistupur Market,India,Jharkhand,A,High,22.7929229,86.1863343
862,Jamshedpur,Adityapur Industrial,India,Jharkhand,C,Low,22.7864655,86.1838899
863,Cuttack,Buxibazar,India,Odisha,A,High,20.4686,85.8792
864,Rourkela,Steel Gate Market,India,Odisha,B,Medium,22.2145643,84.8685149
865,Brahmapur,Old Town Market,India,Odisha,B,Medium,19.3059558,84.7965507
866,Noida,Noida Sector 135 IT,India,Uttar Pradesh,C,Low,28.5340703,77.3492805
867,Noida,Noida Sector 142 Residential,India,Uttar Pradesh,C,Low,28.4990465,77.4127522
868,Gurugram,Gurugram Sector 90 Residential,India,Delhi-NCR,C,Low,28.503445,77.0952048
869,Gurugram,Pataudi Road Residential,India,Delhi-NCR,C,Low,28.347879,76.7522376
870,Pune,Pune Chakan Industrial,India,Maharashtra,C,Low,18.7398972,73.8325404
871,Pune,Talegaon Dabhade Residential,India,Maharashtra,C,Low,18.7337107,73.6728593
872,Mumbai,Khopoli Industrial,India,Maharashtra,C,Low,18.7963261,73.2884961
873,Mumbai,Panvel Residential Sector,India,Maharashtra,C,Low,19.0486408,72.9298055
874,Bengaluru,Nelamangala Residential,India,Karnataka,C,Low,13.1149134,77.3825603
875,Bengaluru,Anekal IT Corridor,India,Karnataka,C,Low,12.7784026,77.7393213
876,Chennai,Singaperumalkoil Industrial,India,Tamil Nadu,C,Low,13.0836939,80.270186
877,Chennai,Padappai Residential,India,Tamil Nadu,C,Low,13.0836939,80.270186
878,Zurich,Langstrasse Night District,Switzerland,Canton of Zürich,A,High,47.3787138,8.5212002
879,Geneva,Paquis Market Area,Switzerland,Canton of Geneva,A,High,46.2128719,6.1479373
880,Porto,Bonfim Market,Portugal,Northern Region,A,High,41.1510697,-8.5939568
881,Porto,Cedofeita Street,Portugal,Northern Region,A,High,41.156076,-8.6227144
882,Porto,Maia Industrial,Portugal,Northern Region,C,Low,41.257796,-8.6362515
883,Milan,Navigli District,Italy,Lombardy,A,High,45.450176,9.1708969
884,Milan,Isola Neighbourhood,Italy,Lombardy,A,High,45.487612,9.1912938
885,Milan,Porta Venezia Market,Italy,Lombardy,A,High,45.4742942,9.2052385
886,Milan,Sesto Industrial,Italy,Lombardy,C,Low,45.5347926,9.2371764
887,Rome,Testaccio Market,Italy,Lazio,A,High,41.878818,12.4767691
888,Rome,Trastevere,Italy,Lazio,A,High,41.8911586,12.4668459
889,Rome,EUR Business District,Italy,Lazio,C,Low,41.8337745,12.4709498
890,Helsinki,Kallio,Finland,Uusimaa,A,High,60.1839816,24.9524515
891,Helsinki,Hakaniemi Market,Finland,Uusimaa,A,High,60.180074,24.9512146
892,Helsinki,Espoo Tapiola Office,Finland,Uusimaa,C,Low,60.1635297,24.8359911
893,Warsaw,Praga Market,Poland,Masovian,A,High,52.2775107,21.0223526
894,Warsaw,Mokotów Business,Poland,Masovian,C,Low,52.1817985,20.9988778
895,Prague,Žižkov,Czech Republic,Prague,A,High,50.0876572,14.4681364
896,Prague,Holešovice,Czech Republic,Prague,A,High,50.1024948,14.4427984
897,Prague,Letňany Industrial,Czech Republic,Prague,C,Low,50.1362179,14.5158105
898,Vienna,Brunnenmarkt Ottakring,Austria,Vienna,A,High,48.2110967,16.3359792
899,Vancouver,Commercial Drive,Canada,British Columbia,A,High,49.2667274,-123.0696925
900,Vancouver,Mount Pleasant,Canada,British Columbia,A,High,49.2633296,-123.0965885
901,Vancouver,Surrey Centre,Canada,British Columbia,B,Medium,49.1917739,-122.8635029
902,Vancouver,Richmond Industrial,Canada,British Columbia,C,Low,49.1529185,-123.0521864
903,Manchester,Northern Quarter,United Kingdom,Greater Manchester,A,High,53.4835436,-2.235114
904,Manchester,Salford Quays,United Kingdom,Greater Manchester,B,Medium,53.4726736,-2.2926886
905,Manchester,Trafford Park Industrial,United Kingdom,Greater Manchester,C,Low,53.4547767,-2.3116958
906,Birmingham,Digbeth Market,United Kingdom,West Midlands,A,High,52.4751221,-1.8843885
907,Birmingham,Jewellery Quarter,United Kingdom,West Midlands,A,High,52.4879157,-1.9116096
908,Birmingham,Selly Oak Market,United Kingdom,West Midlands,B,Medium,52.440222,-1.9382689
909,Birmingham,Longbridge Industrial,United Kingdom,West Midlands,C,Low,52.3940521,-1.9807506
910,Leeds,Chapel Allerton,United Kingdom,West Yorkshire,A,High,53.8290348,-1.5383224
911,Edinburgh,Leith Walk Market,United Kingdom,Scotland,A,High,55.9592647,-3.1835254
912,Edinburgh,Fountainbridge,United Kingdom,Scotland,B,Medium,55.9422173,-3.211991
913,Glasgow,Partick Market,United Kingdom,Scotland,A,High,55.8714897,-4.3087197
914,Glasgow,Shawlands,United Kingdom,Scotland,B,Medium,55.8293953,-4.2924269
915,Dublin,Portobello Dublin,Ireland,Leinster,A,High,53.3298291,-6.2646092
916,Dublin,Docklands Dublin,Ireland,Leinster,C,Low,53.3476683,-6.2348915
917,Auckland,Ponsonby,New Zealand,Auckland Region,A,High,-36.8501916,174.742149
918,Auckland,Kingsland,New Zealand,Auckland Region,B,Medium,-36.871195,174.7439365
919,Wellington,Cuba Street,New Zealand,Wellington Region,A,High,-41.2958593,174.77428
920,Taipei,Yongkang Street,Taiwan,Taipei City,A,High,25.0324642,121.5297302
921,Taipei,Zhongxiao Fuxing,Taiwan,Taipei City,B,Medium,25.0415409,121.5437706
922,Taipei,Neihu Tech Park,Taiwan,Taipei City,C,Low,25.069664,121.5889983
923,Bangkok,Chatuchak Market Area,Thailand,Bangkok Metropolis,A,High,13.8002651,100.5511228
924,Bangkok,On Nut BTS Area,Thailand,Bangkok Metropolis,B,Medium,13.7056289,100.6010006
925,Bangkok,Amata Industrial Chonburi,Thailand,Chonburi,C,Low,13.7524938,100.4935089
926,Ho Chi Minh City,Bui Thi Xuan Street,Vietnam,Ho Chi Minh City,A,High,10.3576703,107.0746135
927,Ho Chi Minh City,Thao Dien Compound,Vietnam,Ho Chi Minh City,B,Medium,10.8004707,106.7336535
928,Johannesburg,Maboneng Precinct,South Africa,Gauteng,A,High,-26.2035757,28.0599517
929,Johannesburg,Sandton CBD Office,South Africa,Gauteng,C,Low,-26.1045525,28.0545147
930,Johannesburg,Soweto Market,South Africa,Gauteng,B,Medium,-26.2227778,27.89
931,Cairo,Downtown Wust el-Balad,Egypt,Cairo Governorate,A,High,30.0887612,31.2898195
932,Cairo,New Cairo Residential,Egypt,Cairo Governorate,C,Low,30.0277688,31.4756825
933,Casablanca,Maarif Market,Morocco,Casablanca-Settat,B,Medium,33.5708072,-7.6282984
934,Casablanca,Casa Finance City,Morocco,Casablanca-Settat,C,Low,33.5631545,-7.6604232
935,Srinagar,Lal Chowk,India,Jammu & Kashmir,A,High,34.0712565,74.8104927
936,Srinagar,Dal Lake Boulevard,India,Jammu & Kashmir,B,Medium,34.082671,74.8593406
937,Imphal,Ima Market Ima Keithel,India,Manipur,A,High,24.7991162,93.9364419
938,Goa,Panaji Market,India,Goa,A,High,15.5001408,73.8215533
939,Goa,Calangute Market,India,Goa,B,Medium,15.5451645,73.7631025
940,Goa,Verna Industrial Estate,India,Goa,C,Low,15.3681223,73.9420759
941,Sivasagar,Rang Ghar Area,India,Assam,B,Medium,26.9671196,94.6190574
942,Silchar,Central Road Market,India,Assam,B,Medium,24.8260912,92.8003441
943,Daman,Nani Daman Market,India,Dadra & NH,B,Medium,20.4172042,72.8337407
944,Pondicherry,French Quarter,India,Puducherry,A,High,11.9249792,79.8151404
945,Pondicherry,Reddiarpalayam Market,India,Puducherry,B,Medium,11.9289108,79.7949611
946,Mangaluru,Kadri Market,India,Karnataka,B,Medium,12.8897288,74.8501424
947,Hassan,Bus Stand Market,India,Karnataka,B,Medium,12.7859523,76.2451325
948,Tumkur,Sira Road Market,India,Karnataka,B,Medium,13.3625154,77.1033088
949,Noida,Noida Sector 15A Market,India,Uttar Pradesh,B,Medium,28.4926342,77.4231568
950,Faridabad,Old Faridabad Market,India,Haryana,B,Medium,28.4168782,77.3219915
951,Panipat,GT Road Market,India,Haryana,B,Medium,29.3912753,76.9771675
952,Rohtak,Civil Hospital Road,India,Haryana,B,Medium,28.8995429,76.5844714
953,Ambala,Old Grain Market,India,Haryana,A,High,30.4769497,77.126873
954,Karnal,Sector 12 Market,India,Haryana,B,Medium,29.5045463,76.9953677
955,Bhilai,Civic Centre Market,India,Chhattisgarh,B,Medium,21.1814338,81.3438153
956,Bilaspur,Vyapar Vihar Market,India,Chhattisgarh,B,Medium,22.1638486,82.1365923
957,Gorakhpur,Golghar Market,India,Uttar Pradesh,A,High,26.7538332,83.3756325
958,Kanpur,Naveen Market,India,Uttar Pradesh,A,High,26.4740673,80.3454472
959,Allahabad,Civil Lines Market,India,Uttar Pradesh,A,High,25.4523026,81.8329887
960,Meerut,Hapur Road Industrial,India,Uttar Pradesh,C,Low,28.9737571,77.7135755
961,Agra,Bypass Road Residential,India,Uttar Pradesh,C,Low,27.1037897,77.9960679
962,Latur,Ausa Road Market,India,Maharashtra,B,Medium,18.3970193,76.5630127
963,Nanded,Shivaji Nagar Market,India,Maharashtra,B,Medium,18.9862495,77.0855445
964,Dhule,Station Road Market,India,Maharashtra,B,Medium,20.8930018,74.7669914
965,Solapur,Hotgi Road Industrial,India,Maharashtra,C,Low,17.6430188,75.9172251
966,Amravati,Rajapeth Market,India,Maharashtra,B,Medium,20.9203597,77.7560339
967,Lahore,Liberty Market,Pakistan,Punjab,A,High,31.5112797,74.3450076
968,Lahore,DHA Commercial,Pakistan,Punjab,C,Low,31.4746583,74.4027869
969,Karachi,Burns Road,Pakistan,Sindh,A,High,24.8580783,67.015028
970,Dhaka,Dhanmondi Market,Bangladesh,Dhaka Division,B,Medium,23.7353531,90.3847341
971,Dhaka,Gulshan 2 Circle,Bangladesh,Dhaka Division,B,Medium,23.7947477,90.4146226
972,Dhaka,Gazipur Industrial,Bangladesh,Dhaka Division,C,Low,23.9997166,90.4184036
973,Colombo,Pettah Market,Sri Lanka,Western Province,A,High,6.9362523,79.8499631
974,Colombo,Kollupitiya,Sri Lanka,Western Province,B,Medium,6.9135263,79.8508126
975,Colombo,Katunayake Industrial,Sri Lanka,Western Province,C,Low,7.1263212,79.8717427
976,Kathmandu,Asan Bazaar,Nepal,Bagmati Province,A,High,27.7093909,85.3122793
977,Kathmandu,Thamel Market,Nepal,Bagmati Province,A,High,27.7166578,85.3127015
978,Phnom Penh,Russian Market,Cambodia,Phnom Penh,B,Medium,11.5405168,104.9147008
979,Yangon,Pabedan Township,Myanmar,Yangon Region,B,Medium,16.7793348,96.1574922
980,Naypyidaw,Commercial Zone,Myanmar,Naypyidaw Union,C,Low,19.8195973,96.1504883
981,Auckland,Grey Lynn Market,New Zealand,Auckland Region,A,High,-36.8594979,174.732959
982,Brisbane,West End Market,Australia,Queensland,A,High,-27.4832994,153.0075017
983,Brisbane,Fortitude Valley,Australia,Queensland,A,High,-27.455896,153.0339375
984,Brisbane,Springfield Residential,Australia,Queensland,C,Low,-27.6601814,152.9218282
985,Adelaide,Norwood Parade,Australia,South Australia,A,High,-34.9211683,138.6379168
986,Adelaide,Bowden Urban Village,Australia,South Australia,B,Medium,-34.9028963,138.5799792
987,Perth,Northbridge,Australia,Western Australia,A,High,-31.9478509,115.8575464
988,Perth,Fremantle Market,Australia,Western Australia,A,High,-32.0411953,115.7630904
989,Perth,Malaga Industrial,Australia,Western Australia,C,Low,-31.8494104,115.9221151
990,Lima,Miraflores,Peru,Lima Region,B,Medium,-12.121498,-77.0259064
991,Lima,Independencia Market,Peru,Lima Region,B,Medium,-11.9893075,-77.047319
